"V1","V2","ID1","pi","nSNP"
"Mp3g23490.2","KEGG:K23878:AAGAB, alpha- and gamma-adaptin-binding protein p34; KOG:KOG4273:Uncharacterized conserved protein, [S]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14659:ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34; Pfam:PF10199:Alpha and gamma adaptin binding protein p34; Pfam:PF00071:Ras family; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SMART:SM00175:rab_sub_5; GO:0005525:GTP binding; GO:0003924:GTPase activity; MapolyID:Mapoly0024s0125","Mp3g23490","0.0022952962","24"
"Mp3g23490.3","KEGG:K23878:AAGAB, alpha- and gamma-adaptin-binding protein p34; KOG:KOG4273:Uncharacterized conserved protein, [S]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14659:ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34; Pfam:PF10199:Alpha and gamma adaptin binding protein p34; Pfam:PF00071:Ras family; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SMART:SM00175:rab_sub_5; GO:0005525:GTP binding; GO:0003924:GTPase activity; MapolyID:Mapoly0024s0125","Mp3g23490","0.0022952962","24"
"Mp3g23490.4","KEGG:K23878:AAGAB, alpha- and gamma-adaptin-binding protein p34; KOG:KOG4273:Uncharacterized conserved protein, [S]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14659:ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34; Pfam:PF10199:Alpha and gamma adaptin binding protein p34; Pfam:PF00071:Ras family; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SMART:SM00175:rab_sub_5; GO:0005525:GTP binding; GO:0003924:GTPase activity; MapolyID:Mapoly0024s0125","Mp3g23490","0.0022952962","24"
"Mp3g23490.5","KEGG:K23878:AAGAB, alpha- and gamma-adaptin-binding protein p34; KOG:KOG4273:Uncharacterized conserved protein, [S]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14659:ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34; Pfam:PF10199:Alpha and gamma adaptin binding protein p34; Pfam:PF00071:Ras family; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SMART:SM00175:rab_sub_5; GO:0005525:GTP binding; GO:0003924:GTPase activity; MapolyID:Mapoly0024s0125","Mp3g23490","0.0022952962","24"
"Mp3g23490.6","KEGG:K23878:AAGAB, alpha- and gamma-adaptin-binding protein p34; KOG:KOG4273:Uncharacterized conserved protein, [S]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14659:ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34; Pfam:PF10199:Alpha and gamma adaptin binding protein p34; Pfam:PF00071:Ras family; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SMART:SM00175:rab_sub_5; GO:0005525:GTP binding; GO:0003924:GTPase activity; MapolyID:Mapoly0024s0125","Mp3g23490","0.0022952962","24"
"Mp3g23490.7","KEGG:K23878:AAGAB, alpha- and gamma-adaptin-binding protein p34; KOG:KOG4273:Uncharacterized conserved protein, [S]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14659:ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34; Pfam:PF10199:Alpha and gamma adaptin binding protein p34; Pfam:PF00071:Ras family; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SMART:SM00175:rab_sub_5; GO:0005525:GTP binding; GO:0003924:GTPase activity; MapolyID:Mapoly0024s0125","Mp3g23490","0.0022952962","24"
"Mp3g23500.1","KEGG:K00029:E1.1.1.40, maeB, malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]; KOG:KOG1257:NADP+-dependent malic enzyme, [C]; SMART:SM01274:malic_2; PRINTS:PR00072:Malic enzyme signature; Pfam:PF00390:Malic enzyme, N-terminal domain; Pfam:PF03949:Malic enzyme, NAD binding domain; SMART:SM00919:Malic_M_2; G3DSA:3.40.50.10380; PIRSF:PIRSF000106:ME; G3DSA:3.40.50.720; PANTHER:PTHR23406:MALIC ENZYME-RELATED; CDD:cd05312:NAD_bind_1_malic_enz; SUPERFAMILY:SSF51735:NAD(P)-binding Rossmann-fold domains; SUPERFAMILY:SSF53223:Aminoacid dehydrogenase-like, N-terminal domain; ProSitePatterns:PS00331:Malic enzymes signature.; GO:0004471:malate dehydrogenase (decarboxylating) (NAD+) activity; GO:0004470:malic enzyme activity; GO:0051287:NAD binding; MapolyID:Mapoly0024s0126","Mp3g23500","0.0018888897","25"
"Mp4g02970.1","KEGG:K01535:PMA1, PMA2, H+-transporting ATPase [EC:7.1.2.1]; KOG:KOG0205:Plasma membrane H+-transporting ATPase, [P]; G3DSA:3.40.50.1000; SUPERFAMILY:SSF56784:HAD-like; CDD:cd02076:P-type_ATPase_H; G3DSA:1.20.1110.10; SFLD:SFLDF00027:p-type atpase; Pfam:PF00122:E1-E2 ATPase; SUPERFAMILY:SSF81653:Calcium ATPase, transduction domain A; PANTHER:PTHR42861:CALCIUM-TRANSPORTING ATPASE; Pfam:PF00690:Cation transporter/ATPase, N-terminus; ProSitePatterns:PS00154:E1-E2 ATPases phosphorylation site.; PRINTS:PR00120:H+-transporting ATPase (proton pump) signature; Coils:Coil; SMART:SM00831:Cation_ATPase_N_a_2; PTHR42861:SF105:PLASMA MEMBRANE ATPASE; TIGRFAM:TIGR01494:ATPase_P-type: HAD ATPase, P-type, family IC; SFLD:SFLDS00003:Haloacid Dehalogenase; PRINTS:PR00119:P-type cation-transporting ATPase superfamily signature; G3DSA:3.40.1110.10; TIGRFAM:TIGR01647:ATPase-IIIA_H: plasma-membrane proton-efflux P-type ATPase; SUPERFAMILY:SSF81665:Calcium ATPase, transmembrane domain M; Pfam:PF00702:haloacid dehalogenase-like hydrolase; GO:0008553:proton-exporting ATPase activity, phosphorylative mechanism; GO:0000166:nucleotide binding; GO:0016887:ATPase activity; GO:0016021:integral component of membrane; GO:0005524:ATP binding; GO:0120029:proton export across plasma membrane; MapolyID:Mapoly0080s0002; MPGENES:MpHA3:Plasma membrane H+-ATPase","Mp4g02970","0.0009251704","22"
"Mp4g02970.2","KEGG:K01535:PMA1, PMA2, H+-transporting ATPase [EC:7.1.2.1]; KOG:KOG0205:Plasma membrane H+-transporting ATPase, [P]; G3DSA:3.40.50.1000; SUPERFAMILY:SSF56784:HAD-like; CDD:cd02076:P-type_ATPase_H; G3DSA:1.20.1110.10; SFLD:SFLDF00027:p-type atpase; Pfam:PF00122:E1-E2 ATPase; SUPERFAMILY:SSF81653:Calcium ATPase, transduction domain A; PANTHER:PTHR42861:CALCIUM-TRANSPORTING ATPASE; Pfam:PF00690:Cation transporter/ATPase, N-terminus; PRINTS:PR00120:H+-transporting ATPase (proton pump) signature; Coils:Coil; SMART:SM00831:Cation_ATPase_N_a_2; PTHR42861:SF105:PLASMA MEMBRANE ATPASE; TIGRFAM:TIGR01494:ATPase_P-type: HAD ATPase, P-type, family IC; SFLD:SFLDS00003:Haloacid Dehalogenase; PRINTS:PR00119:P-type cation-transporting ATPase superfamily signature; ProSitePatterns:PS00154:E1-E2 ATPases phosphorylation site.; G3DSA:3.40.1110.10; TIGRFAM:TIGR01647:ATPase-IIIA_H: plasma-membrane proton-efflux P-type ATPase; SUPERFAMILY:SSF81665:Calcium ATPase, transmembrane domain M; Pfam:PF00702:haloacid dehalogenase-like hydrolase; GO:0008553:proton-exporting ATPase activity, phosphorylative mechanism; GO:0000166:nucleotide binding; GO:0016887:ATPase activity; GO:0016021:integral component of membrane; GO:0005524:ATP binding; GO:0120029:proton export across plasma membrane; MapolyID:Mapoly0080s0002","Mp4g02970","0.0009251704","22"
"Mp4g02980.1","KEGG:K10751:CHAF1B, chromatin assembly factor 1 subunit B; KOG:KOG1407:WD40 repeat protein, [S]; KOG:KOG0271:Notchless-like WD40 repeat-containing protein, N-term missing, C-term missing, [S]; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; MobiDBLite:consensus disorder prediction; Pfam:PF00400:WD domain, G-beta repeat; G3DSA:2.130.10.10; PTHR15271:SF4:CHROMATIN ASSEMBLY FACTOR 1 SUBUNIT B; PANTHER:PTHR15271:CHROMATIN ASSEMBLY FACTOR 1 SUBUNIT B; SUPERFAMILY:SSF50978:WD40 repeat-like; SMART:SM00320:WD40_4; Pfam:PF12894:Anaphase-promoting complex subunit 4 WD40 domain; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; ProSitePatterns:PS00678:Trp-Asp (WD) repeats signature.; GO:0005515:protein binding; MapolyID:Mapoly0080s0001","Mp4g02980","0.0003651020"," 4"
"Mp4g02990.1","Pfam:PF12937:F-box-like; SUPERFAMILY:SSF81383:F-box domain; PANTHER:PTHR46301:F-BOX/KELCH-REPEAT PROTEIN; G3DSA:1.20.1280.50; GO:0005515:protein binding; MapolyID:Mapoly0201s0004","Mp4g02990","0.0002857140"," 1"
"Mp4g03000.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0323s0001","Mp4g03000","0.0009523810"," 2"
"Mp4g03010.1","KOG:KOG4287:Pectin acetylesterase and similar proteins, N-term missing, [M]; Pfam:PF03283:Pectinacetylesterase; GO:0016787:hydrolase activity; MapolyID:Mapoly0323s0002","Mp4g03010","0.0005238095"," 3"
"Mp4g03020.1","KEGG:K09872:PIP, aquaporin PIP; KOG:KOG0223:Aquaporin (major intrinsic protein family), [G]; CDD:cd00333:MIP; G3DSA:1.20.1080.10:Glycerol uptake facilitator protein.; SUPERFAMILY:SSF81338:Aquaporin-like; ProSitePatterns:PS00221:MIP family signature.; Pfam:PF00230:Major intrinsic protein; PTHR45687:SF8:PLASMA MEMBRANE AQUAPORIN; PRINTS:PR00783:Major intrinsic protein family signature; PANTHER:PTHR45687:AQUAPORIN OR AQUAGLYCEROPORIN RELATED; TIGRFAM:TIGR00861:MIP: MIP family channel proteins; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0015267:channel activity; MapolyID:Mapoly0201s0003","Mp4g03020",NA,NA
"Mp4g03030.1","KEGG:K13199:SERBP1, plasminogen activator inhibitor 1 RNA-binding protein; Pfam:PF09598:Stm1; MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0172s0023","Mp4g03030",NA,NA
"Mp4g03040.1","MobiDBLite:consensus disorder prediction; Coils:Coil; MapolyID:Mapoly0172s0022","Mp4g03040",NA,NA
"Mp4g03050.1","MobiDBLite:consensus disorder prediction; G3DSA:3.30.40.10:Zinc/RING finger domain; PANTHER:PTHR46235:PHD FINGER-CONTAINING PROTEIN DDB_G0268158; SMART:SM00249:PHD_3; SUPERFAMILY:SSF57903:FYVE/PHD zinc finger; MapolyID:Mapoly0172s0021","Mp4g03050","0.0004285715"," 6"
"Mp4g14490.1","MapolyID:Mapoly0070s0032","Mp4g14490","0.0012380950"," 7"
"Mp4g14500.1","PANTHER:PTHR31906; Pfam:PF04755:PAP_fibrillin; PTHR31906:SF17:PLASTID-LIPID-ASSOCIATED PROTEIN 1, CHLOROPLASTIC-RELATED; MapolyID:Mapoly0070s0031","Mp4g14500","0.0005238593"," 5"
"Mp4g14510.1","KEGG:K04688:RPS6KB, ribosomal protein S6 kinase beta [EC:2.7.11.1]; KOG:KOG0598:Ribosomal protein S6 kinase and related proteins, [RT]; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; Pfam:PF00433:Protein kinase C terminal domain; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SMART:SM00133:pkinase_C_6; PANTHER:PTHR24351:RIBOSOMAL PROTEIN S6 KINASE; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50011:Protein kinase domain profile.; SMART:SM00220:serkin_6; CDD:cd05123:STKc_AGC; ProSitePatterns:PS00108:Serine/Threonine protein kinases active-site signature.; ProSitePatterns:PS00107:Protein kinases ATP-binding region signature.; ProSiteProfiles:PS51285:AGC-kinase C-terminal domain profile.; Pfam:PF00069:Protein kinase domain; PTHR24351:SF202:NON-SPECIFIC SERINE/THREONINE PROTEIN KINASE; GO:0005524:ATP binding; GO:0004674:protein serine/threonine kinase activity; GO:0006468:protein phosphorylation; GO:0004672:protein kinase activity; MapolyID:Mapoly0070s0030","Mp4g14510","0.0007619050"," 4"
"Mp4g14520.1","MobiDBLite:consensus disorder prediction; G3DSA:3.30.310.150; SUPERFAMILY:SSF101941:NAC domain; GO:0003677:DNA binding; GO:0006355:regulation of transcription, DNA-templated; MapolyID:Mapoly0070s0029","Mp4g14520","0.0004941211","13"
"Mp4g14520.2","SUPERFAMILY:SSF101941:NAC domain; MobiDBLite:consensus disorder prediction; G3DSA:3.30.310.150; GO:0003677:DNA binding; GO:0006355:regulation of transcription, DNA-templated; MapolyID:Mapoly0070s0029","Mp4g14520","0.0004941211","13"
"Mp4g14530.1","KEGG:K18753:ZFP36L, butyrate response factor; KOG:KOG1677:CCCH-type Zn-finger protein, N-term missing, C-term missing, [R]; SUPERFAMILY:SSF90229:CCCH zinc finger; ProSiteProfiles:PS50103:Zinc finger C3H1-type profile.; PANTHER:PTHR12547:CCCH ZINC FINGER/TIS11-RELATED; SMART:SM00356:c3hfinal6; PTHR12547:SF139:ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 14; Pfam:PF00642:Zinc finger C-x8-C-x5-C-x3-H type (and similar); G3DSA:4.10.1000.10:CCCH zinc finger; GO:0046872:metal ion binding; MapolyID:Mapoly0070s0028","Mp4g14530","0.0008571430"," 3"
"Mp4g14530.2","MapolyID:Mapoly0070s0028","Mp4g14530","0.0008571430"," 3"
"Mp4g14540.1","MapolyID:Mapoly0070s0027","Mp4g14540","0.0013174613","11"
"Mp4g14550.1","MobiDBLite:consensus disorder prediction; Pfam:PF02485:Core-2/I-Branching enzyme; PANTHER:PTHR31042:CORE-2/I-BRANCHING BETA-1,6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN-RELATED; PTHR31042:SF84; GO:0016757:transferase activity, transferring glycosyl groups; GO:0016020:membrane; MapolyID:Mapoly0070s0026","Mp4g14550","0.0004286122"," 7"
"Mp4g14560.1","MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50004:C2 domain profile.; G3DSA:2.60.40.150; PANTHER:PTHR46502:C2 DOMAIN-CONTAINING; SUPERFAMILY:SSF49562:C2 domain (Calcium/lipid-binding domain, CaLB); SMART:SM00239:C2_3c; Pfam:PF00168:C2 domain; MapolyID:Mapoly0070s0025","Mp4g14560","0.0009523825"," 6"
"Mp4g14570.1","KEGG:K13171:SRRM1, SRM160, serine/arginine repetitive matrix protein 1; MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0070s0024","Mp4g14570","0.0008095250"," 5"
"Mp4g14570.2","KEGG:K13171:SRRM1, SRM160, serine/arginine repetitive matrix protein 1; MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0070s0024","Mp4g14570","0.0008095250"," 5"
"Mp4g14580.1","KEGG:K00430:E1.11.1.7, peroxidase [EC:1.11.1.7]; ProSitePatterns:PS00435:Peroxidases proximal heme-ligand signature.; PRINTS:PR00458:Haem peroxidase superfamily signature; ProSitePatterns:PS00436:Peroxidases active site signature.; G3DSA:1.10.520.10; PTHR31235:SF341:PEROXIDASE; PRINTS:PR00461:Plant peroxidase signature; Pfam:PF00141:Peroxidase; G3DSA:1.10.420.10:Peroxidase; ProSiteProfiles:PS50873:Plant heme peroxidase family profile.; SUPERFAMILY:SSF48113:Heme-dependent peroxidases; CDD:cd00693:secretory_peroxidase; PANTHER:PTHR31235:PEROXIDASE 25-RELATED; GO:0006979:response to oxidative stress; GO:0004601:peroxidase activity; GO:0020037:heme binding; GO:0042744:hydrogen peroxide catabolic process; MapolyID:Mapoly0070s0023","Mp4g14580","0.0010635970"," 8"
"Mp4g14590.1","SUPERFAMILY:SSF81383:F-box domain; SMART:SM00256:fbox_2; MobiDBLite:consensus disorder prediction; G3DSA:1.20.1280.50; PTHR31672:SF2:BNACNNG10540D PROTEIN; Pfam:PF00646:F-box domain; PANTHER:PTHR31672:BNACNNG10540D PROTEIN; SUPERFAMILY:SSF50965:Galactose oxidase, central domain; GO:0005515:protein binding; MapolyID:Mapoly0070s0022","Mp4g14590","0.0010476215"," 5"
"Mp4g14600.1","KOG:KOG4177:Ankyrin, N-term missing, C-term missing, [M]; ProSiteProfiles:PS50088:Ankyrin repeat profile.; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50297:Ankyrin repeat region circular profile.; G3DSA:1.25.40.20; PTHR24203:SF53:ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN, CHLOROPLASTIC; Coils:Coil; PANTHER:PTHR24203:ANKYRIN REPEAT FAMILY PROTEIN; PRINTS:PR01415:Ankyrin repeat signature; Pfam:PF12796:Ankyrin repeats (3 copies); Pfam:PF13637:Ankyrin repeats (many copies); SUPERFAMILY:SSF48403:Ankyrin repeat; SMART:SM00248:ANK_2a; GO:0005515:protein binding; MapolyID:Mapoly0070s0021","Mp4g14600","0.0005873697"," 4"
"Mp4g14610.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0070s0020","Mp4g14610","0.0004047960"," 2"
"Mp4g14620.1","KEGG:K20718:ER, LRR receptor-like serine/threonine-protein kinase ERECTA [EC:2.7.11.1]; KOG:KOG2345:Serine/threonine protein kinase/TGF-beta stimulated factor, [KIT]; KOG:KOG0472:Leucine-rich repeat protein, [S]; PTHR48056:SF34:LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE ERL1-RELATED; ProSitePatterns:PS00107:Protein kinases ATP-binding region signature.; Pfam:PF00560:Leucine Rich Repeat; ProSiteProfiles:PS51450:Leucine-rich repeat profile.; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); ProSitePatterns:PS00108:Serine/Threonine protein kinases active-site signature.; G3DSA:3.80.10.10:Ribonuclease Inhibitor; ProSiteProfiles:PS50011:Protein kinase domain profile.; Pfam:PF13516:Leucine Rich repeat; PANTHER:PTHR48056:LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE-RELATED; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; ProSiteProfiles:PS51257:Prokaryotic membrane lipoprotein lipid attachment site profile.; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SMART:SM00220:serkin_6; SUPERFAMILY:SSF52058:L domain-like; Pfam:PF00069:Protein kinase domain; SUPERFAMILY:SSF52047:RNI-like; SMART:SM00369:LRR_typ_2; Pfam:PF13855:Leucine rich repeat; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0005515:protein binding; GO:0004672:protein kinase activity; MapolyID:Mapoly0070s0019; MPGENES:MpER:LRR receptor like kinase ERECTA","Mp4g14620","0.0004166838"," 5"
"Mp4g14630.1","PANTHER:PTHR21495:NUCLEOPORIN-RELATED; SUPERFAMILY:SSF141493:Allene oxide cyclase-like; Pfam:PF03018:Dirigent-like protein; PTHR21495:SF181:DIRIGENT PROTEIN; GO:0009695:jasmonic acid biosynthetic process; GO:0046423:allene-oxide cyclase activity; MapolyID:Mapoly0070s0018","Mp4g14630","0.0007738982"," 8"
"Mp4g14640.1","MapolyID:Mapoly0070s0017","Mp4g14640","0.0006666670"," 4"
"Mp4g14650.1","KOG:KOG4711:Predicted membrane protein, C-term missing, [R]; MobiDBLite:consensus disorder prediction; Pfam:PF11744:Aluminium activated malate transporter; PTHR31086:SF81:ALUMINUM-ACTIVATED MALATE TRANSPORTER 10; PANTHER:PTHR31086:ALUMINUM-ACTIVATED MALATE TRANSPORTER 10; GO:0015743:malate transport; MapolyID:Mapoly0070s0016; MPGENES:MpALMT4:ALMT channel","Mp4g14650","0.0010476196","12"
"Mp4g14660.1","KEGG:K10408:DNAH, dynein heavy chain, axonemal; KOG:KOG3595:Dyneins, heavy chain, [Z]; G3DSA:3.20.180.20; G3DSA:1.20.140.100; Pfam:PF12775:P-loop containing dynein motor region; G3DSA:3.40.50.300; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; Coils:Coil; Pfam:PF12780:P-loop containing dynein motor region D4; G3DSA:3.40.50.11510; G3DSA:1.20.58.1120; Pfam:PF12781:ATP-binding dynein motor region; G3DSA:1.10.8.1220; PANTHER:PTHR46454:DYNEIN AXONEMAL HEAVY CHAIN 7-RELATED; G3DSA:3.10.490.20; Pfam:PF12774:Hydrolytic ATP binding site of dynein motor region; MobiDBLite:consensus disorder prediction; Pfam:PF03028:Dynein heavy chain region D6 P-loop domain; G3DSA:1.20.920.20; G3DSA:1.20.1270.280; Pfam:PF17852:Dynein heavy chain AAA lid domain; PTHR46454:SF15:DYNEIN AXONEMAL HEAVY CHAIN 1; Pfam:PF18198:Dynein heavy chain AAA lid domain; Pfam:PF18199:Dynein heavy chain C-terminal domain; Pfam:PF12777:Microtubule-binding stalk of dynein motor; Pfam:PF08393:Dynein heavy chain, N-terminal region 2; G3DSA:1.10.8.720; G3DSA:1.10.8.710; G3DSA:1.20.920.30; GO:0008569:ATP-dependent microtubule motor activity, minus-end-directed; GO:0005524:ATP binding; GO:0030286:dynein complex; GO:0007018:microtubule-based movement; MapolyID:Mapoly0070s0015","Mp4g14660","0.0014164945","92"
"Mp4g14660.2","KEGG:K10408:DNAH, dynein heavy chain, axonemal; KOG:KOG3595:Dyneins, heavy chain, [Z]; G3DSA:1.20.920.30; G3DSA:1.20.140.100; Coils:Coil; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; G3DSA:1.10.8.720; G3DSA:3.20.180.20; PTHR46454:SF15:DYNEIN AXONEMAL HEAVY CHAIN 1; G3DSA:1.20.58.1120; Pfam:PF12777:Microtubule-binding stalk of dynein motor; Pfam:PF12780:P-loop containing dynein motor region D4; Pfam:PF12775:P-loop containing dynein motor region; Pfam:PF08393:Dynein heavy chain, N-terminal region 2; G3DSA:1.10.8.1220; G3DSA:3.40.50.300; PANTHER:PTHR46454:DYNEIN AXONEMAL HEAVY CHAIN 7-RELATED; G3DSA:3.40.50.11510; G3DSA:1.20.920.20; G3DSA:1.20.1270.280; Pfam:PF17852:Dynein heavy chain AAA lid domain; G3DSA:3.10.490.20; Pfam:PF18199:Dynein heavy chain C-terminal domain; Pfam:PF12781:ATP-binding dynein motor region; Pfam:PF18198:Dynein heavy chain AAA lid domain; Pfam:PF12774:Hydrolytic ATP binding site of dynein motor region; G3DSA:1.10.8.710; Pfam:PF03028:Dynein heavy chain region D6 P-loop domain; GO:0008569:ATP-dependent microtubule motor activity, minus-end-directed; GO:0005524:ATP binding; GO:0030286:dynein complex; GO:0007018:microtubule-based movement; MapolyID:Mapoly0070s0015","Mp4g14660","0.0014164945","92"
"Mp4g14660.3","KEGG:K10408:DNAH, dynein heavy chain, axonemal; KOG:KOG3595:Dyneins, heavy chain, [Z]; G3DSA:1.20.920.30; G3DSA:1.20.140.100; Coils:Coil; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; G3DSA:1.10.8.720; G3DSA:3.20.180.20; G3DSA:1.20.58.1120; Pfam:PF12777:Microtubule-binding stalk of dynein motor; Pfam:PF12780:P-loop containing dynein motor region D4; PTHR46454:SF15:DYNEIN AXONEMAL HEAVY CHAIN 1; Pfam:PF12775:P-loop containing dynein motor region; Pfam:PF08393:Dynein heavy chain, N-terminal region 2; G3DSA:1.10.8.1220; G3DSA:3.40.50.300; PANTHER:PTHR46454:DYNEIN AXONEMAL HEAVY CHAIN 7-RELATED; G3DSA:3.40.50.11510; G3DSA:1.20.920.20; G3DSA:1.20.1270.280; Pfam:PF17852:Dynein heavy chain AAA lid domain; G3DSA:3.10.490.20; Pfam:PF18199:Dynein heavy chain C-terminal domain; Pfam:PF12781:ATP-binding dynein motor region; Pfam:PF18198:Dynein heavy chain AAA lid domain; Pfam:PF12774:Hydrolytic ATP binding site of dynein motor region; G3DSA:1.10.8.710; Pfam:PF03028:Dynein heavy chain region D6 P-loop domain; GO:0008569:ATP-dependent microtubule motor activity, minus-end-directed; GO:0005524:ATP binding; GO:0030286:dynein complex; GO:0007018:microtubule-based movement; MapolyID:Mapoly0070s0015","Mp4g14660","0.0014164945","92"
"Mp4g14670.1","KEGG:K16297:SCPL-II, serine carboxypeptidase-like clade II [EC:3.4.16.-]; KOG:KOG1282:Serine carboxypeptidases (lysosomal cathepsin A), [OE]; PTHR11802:SF342:CARBOXYPEPTIDASE; Pfam:PF00450:Serine carboxypeptidase; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; PANTHER:PTHR11802:SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE; G3DSA:3.40.50.12670; PRINTS:PR00724:Carboxypeptidase C serine protease (S10) family signature; ProSitePatterns:PS00131:Serine carboxypeptidases, serine active site.; G3DSA:3.40.50.1820; ProSitePatterns:PS00560:Serine carboxypeptidases, histidine active site.; GO:0006508:proteolysis; GO:0004185:serine-type carboxypeptidase activity; MapolyID:Mapoly0070s0014","Mp4g14670","0.0015953685","21"
