"CHROM","source","type","start","end","score","strand","phase","attributes","ID","PI","NUMBERofSNPs"
"chr1","feature","gene",1709881,1710618,".","+",".","ID=Mp1g01460;MapolyID=Mapoly0029s0101;Name=Mp1g01460","Mp1g01460",0.002572815,15
"chr1","feature","gene",1714746,1725845,".","-",".","ID=Mp1g01470;MapolyID=Mapoly0029s0100;Name=Mp1g01470","Mp1g01470",0.00338505991666667,95
"chr1","feature","gene",1726599,1739955,".","-",".","ID=Mp1g01480;MapolyID=Mapoly0029s0099;Name=Mp1g01480","Mp1g01480",0.00100034108333333,40
"chr1","feature","gene",1749263,1755469,".","+",".","ID=Mp1g01490;MapolyID=Mapoly0029s0098;Name=Mp1g01490","Mp1g01490",0.00129945042857143,22
"chr1","feature","gene",1760963,1762115,".","+",".","ID=Mp1g01500;MapolyID=Mapoly0029s0097;Name=Mp1g01500","Mp1g01500",0.00260317433333333,22
"chr1","feature","gene",1762116,1763335,".","+",".","ID=Mp1g01510;MapolyID=Mapoly0029s0096;Name=Mp1g01510","Mp1g01510",0.004238095,21
"chr1","feature","gene",1766025,1773256,".","+",".","ID=Mp1g01520;MapolyID=Mapoly0029s0095;Name=Mp1g01520","Mp1g01520",0.002053642125,46
"chr1","feature","gene",1773550,1777156,".","+",".","ID=Mp1g01530;MapolyID=Mapoly0029s0094;Name=Mp1g01530","Mp1g01530",0.002981108,40
"chr1","feature","gene",1777705,1780876,".","+",".","ID=Mp1g01540;MapolyID=Mapoly0029s0093;Name=Mp1g01540","Mp1g01540",0.003655065,36
"chr1","feature","gene",1781396,1785366,".","-",".","ID=Mp1g01550;MapolyID=Mapoly0029s0092;Name=Mp1g01550","Mp1g01550",0.00217887475,18
"chr1","feature","gene",1785367,1794270,".","-",".","ID=Mp1g01560;MapolyID=Mapoly0029s0091;Name=Mp1g01560","Mp1g01560",0.0025627459,69
"chr1","feature","gene",1794271,1797961,".","-",".","ID=Mp1g01570;MapolyID=Mapoly0029s0090;Name=Mp1g01570","Mp1g01570",0.00200107475,20
"chr1","feature","gene",1800851,1805709,".","-",".","ID=Mp1g01580;MapolyID=Mapoly0029s0089;Name=Mp1g01580","Mp1g01580",0.00559696333333333,72
"chr1","feature","gene",1809948,1810586,".","+",".","ID=Mp1g01590;MapolyID=Mapoly0029s0088;Name=Mp1g01590","Mp1g01590",0.004500565,23
"chr1","feature","gene",1810500,1820041,".","+",".","ID=Mp1g01600;MapolyID=Mapoly0029s0087;Name=Mp1g01600","Mp1g01600",0.00142884466666667,23
"chr1","feature","gene",1829145,1833264,".","-",".","ID=Mp1g01610;MapolyID=Mapoly0029s0085;Name=Mp1g01610","Mp1g01610",0.002638154,33
"chr1","feature","gene",1841165,1845428,".","-",".","ID=Mp1g01620;MapolyID=Mapoly0029s0084;Name=Mp1g01620","Mp1g01620",0.0034573206,42
"chr1","feature","gene",1845429,1848446,".","-",".","ID=Mp1g01630;MapolyID=Mapoly0029s0083;Name=Mp1g01630","Mp1g01630",0.00497767,53
"chr1","feature","gene",1855583,1862699,".","+",".","ID=Mp1g01640;MapolyID=Mapoly0029s0082;Name=Mp1g01640","Mp1g01640",0.0037221975,68
"chr1","feature","gene",1865113,1870200,".","+",".","ID=Mp1g01650;MapolyID=Mapoly0029s0081;Name=Mp1g01650","Mp1g01650",0.00271475833333333,37
"chr1","feature","gene",1876174,1882604,".","+",".","ID=Mp1g01670;MapolyID=Mapoly0029s0079;Name=Mp1g01670","Mp1g01670",0.00163948571428571,29
"chr1","feature","gene",1887271,1887347,".","-",".","ID=Mp1g01675;Name=Mp1g01675;locus_type=pre-miRNA","Mp1g01675",0.000666857,2
"chr1","feature","gene",1887389,1897312,".","-",".","ID=Mp1g01680;MapolyID=Mapoly0029s0078;Name=Mp1g01680","Mp1g01680",0.00131181272727273,32
"chr1","feature","gene",1898248,1905879,".","-",".","ID=Mp1g01690;MapolyID=Mapoly0029s0077;Name=Mp1g01690","Mp1g01690",0.002077419875,49
"chr1","feature","gene",1936854,1939205,".","-",".","ID=Mp1g01700;MapolyID=Mapoly0029s0076;Name=Mp1g01700","Mp1g01700",0.00147726675,15
"chr1","feature","gene",1941088,1943920,".","-",".","ID=Mp1g01710;MapolyID=Mapoly0029s0075;Name=Mp1g01710","Mp1g01710",0.000650912,6
"chr1","feature","gene",1986338,1987901,".","-",".","ID=Mp1g01720;MapolyID=Mapoly0029s0073;Name=Mp1g01720","Mp1g01720",0.004525115,20
"chr1","feature","gene",1988604,1989848,".","+",".","ID=Mp1g01730;MapolyID=Mapoly0029s0072;Name=Mp1g01730","Mp1g01730",0.00357207,15
"chr1","feature","gene",1991550,1993256,".","-",".","ID=Mp1g01740;MapolyID=Mapoly0029s0071;Name=Mp1g01740","Mp1g01740",0.00139682666666667,12
"chr1","feature","gene",2009507,2012133,".","-",".","ID=Mp1g01750;MapolyID=Mapoly0029s0070;Name=Mp1g01750","Mp1g01750",0.001238321,12
"chr1","feature","gene",2017352,2019715,".","+",".","ID=Mp1g01770;Name=Mp1g01770","Mp1g01770",0.000793651333333333,7
"chr1","feature","gene",2020867,2025679,".","-",".","ID=Mp1g01780;MapolyID=Mapoly0029s0068;Name=Mp1g01780","Mp1g01780",0.00156363516666667,27
"chr1","feature","gene",2032805,2033442,".","+",".","ID=Mp1g01790;MapolyID=Mapoly0029s0067;Name=Mp1g01790","Mp1g01790",0.0010476195,4
"chr1","feature","gene",2053246,2056567,".","-",".","ID=Mp1g01810;MapolyID=Mapoly0029s0065;Name=Mp1g01810","Mp1g01810",0.00185729475,17
"chr1","feature","gene",2059264,2063873,".","+",".","ID=Mp1g01820;MapolyID=Mapoly0029s0064;Name=Mp1g01820","Mp1g01820",0.0010666662,12
"chr1","feature","gene",2067693,2070877,".","+",".","ID=Mp1g01830;MapolyID=Mapoly0029s0063;Name=Mp1g01830","Mp1g01830",0.0027052825,37
"chr1","feature","gene",2077081,2079133,".","-",".","ID=Mp1g01840;MapolyID=Mapoly0029s0062;Name=Mp1g01840","Mp1g01840",0.000666703,6
"chr1","feature","gene",2083791,2086588,".","+",".","ID=Mp1g01850;MapolyID=Mapoly0029s0061;Name=Mp1g01850","Mp1g01850",0.000964378,12
"chr1","feature","gene",2094020,2100302,".","-",".","ID=Mp1g01860;MapolyID=Mapoly0029s0060;Name=Mp1g01860","Mp1g01860",0.000714530142857143,19
"chr1","feature","gene",2124079,2129019,".","-",".","ID=Mp1g01870;MapolyID=Mapoly0029s0059;Name=Mp1g01870","Mp1g01870",0.00313596816666667,44
"chr1","feature","gene",2138609,2141176,".","-",".","ID=Mp1g01880;MapolyID=Mapoly0029s0058;Name=Mp1g01880","Mp1g01880",0.003012005,27
"chr1","feature","gene",2146912,2147452,".","-",".","ID=Mp1g01890;MapolyID=Mapoly0029s0057;Name=Mp1g01890","Mp1g01890",0.003047615,20
"chr1","feature","gene",2149784,2157994,".","-",".","ID=Mp1g01900;MapolyID=Mapoly0029s0056;Name=Mp1g01900","Mp1g01900",0.00107751825,28
"chr1","feature","gene",2157785,2158426,".","+",".","ID=Mp1g01910;MapolyID=Mapoly0029s0055;Name=Mp1g01910","Mp1g01910",0.00047619,2
"chr1","feature","gene",2166706,2169700,".","+",".","ID=Mp1g01920;MapolyID=Mapoly0029s0054;Name=Mp1g01920","Mp1g01920",0.00154808725,15
"chr1","feature","gene",2169919,2175508,".","-",".","ID=Mp1g01930;MapolyID=Mapoly0029s0053;Name=Mp1g01930","Mp1g01930",0.000775511,17
"chr1","feature","gene",2187584,2203792,".","-",".","ID=Mp1g01940;MapolyID=Mapoly0029s0052;Name=Mp1g01940","Mp1g01940",0.0011697515625,44
"chr1","feature","gene",2204050,2205599,".","-",".","ID=Mp1g01950;MapolyID=Mapoly0029s0051;Name=Mp1g01950","Mp1g01950",0.0020954,9
"chr1","feature","gene",2216143,2220900,".","+",".","ID=Mp1g01960;MapolyID=Mapoly0029s0049;Name=Mp1g01960","Mp1g01960",0.0020954186,24
"chr1","feature","gene",2216821,2217661,".","-",".","ID=Mp1g01970;MapolyID=Mapoly0029s0050;Name=Mp1g01970","Mp1g01970",0.002381405,10
"chr1","feature","gene",2223434,2228757,".","+",".","ID=Mp1g01980;MapolyID=Mapoly0029s0048;Name=Mp1g01980","Mp1g01980",0.00177000316666667,28
"chr1","feature","gene",2230142,2234895,".","-",".","ID=Mp1g01990;MapolyID=Mapoly0029s0047;Name=Mp1g01990","Mp1g01990",0.003733754,44
"chr1","feature","gene",2257354,2266927,".","+",".","ID=Mp1g02000;MapolyID=Mapoly0029s0046;Name=Mp1g02000","Mp1g02000",0.00350051233333333,49
"chr1","feature","gene",2269497,2290103,".","-",".","ID=Mp1g02010;MapolyID=Mapoly0029s0045;Name=Mp1g02010","Mp1g02010",0.00127928077272727,75
"chr1","feature","gene",2300228,2303873,".","-",".","ID=Mp1g02020;MapolyID=Mapoly0029s0044;Name=Mp1g02020","Mp1g02020",0.00294201875,33
"chr1","feature","gene",2307108,2312192,".","+",".","ID=Mp1g02030;MapolyID=Mapoly0029s0043;Name=Mp1g02030","Mp1g02030",0.00264318816666667,40
"chr1","feature","gene",2312489,2317917,".","-",".","ID=Mp1g02040;MapolyID=Mapoly0029s0042;Name=Mp1g02040","Mp1g02040",0.00247618983333333,38
"chr1","feature","gene",2329584,2332242,".","-",".","ID=Mp1g02050;Name=Mp1g02050","Mp1g02050",0.0038111225,37
"chr1","feature","gene",2330067,2333835,".","+",".","ID=Mp1g02060;MapolyID=Mapoly0029s0041;Name=Mp1g02060","Mp1g02060",0.002119395,21
"chr1","feature","gene",2334492,2338146,".","+",".","ID=Mp1g02070;MapolyID=Mapoly0029s0040;Name=Mp1g02070","Mp1g02070",0.00278179,36
"chr1","feature","gene",2337722,2345426,".","-",".","ID=Mp1g02080;MapolyID=Mapoly0029s0039;Name=Mp1g02080","Mp1g02080",0.00214876911111111,54
"chr1","feature","gene",2345994,2354070,".","+",".","ID=Mp1g02090;MapolyID=Mapoly0029s0037;Name=Mp1g02090","Mp1g02090",0.00256626255555556,54
"chr1","feature","gene",2366760,2369504,".","+",".","ID=Mp1g02120;MapolyID=Mapoly0029s0035;Name=Mp1g02120","Mp1g02120",0.00244072125,28
"chr1","feature","gene",2375362,2378775,".","-",".","ID=Mp1g02130;MapolyID=Mapoly0029s0034;Name=Mp1g02130","Mp1g02130",0.00103577175,13
"chr1","feature","gene",2391150,2394706,".","+",".","ID=Mp1g02140;MapolyID=Mapoly0029s0033;Name=Mp1g02140","Mp1g02140",NA,NA
"chr1","feature","gene",2395539,2399462,".","-",".","ID=Mp1g02150;MapolyID=Mapoly0029s0032;Name=Mp1g02150","Mp1g02150",0.000238163,1
"chr1","feature","gene",2403387,2403827,".","-",".","ID=Mp1g02160;MapolyID=Mapoly0029s0031;Name=Mp1g02160","Mp1g02160",NA,NA
"chr1","feature","gene",2411705,2412131,".","-",".","ID=Mp1g02170;MapolyID=Mapoly0029s0030;Name=Mp1g02170","Mp1g02170",NA,NA
"chr1","feature","gene",2421652,2425715,".","+",".","ID=Mp1g02180;MapolyID=Mapoly0029s0029;Name=Mp1g02180","Mp1g02180",0.00200000333333333,12
"chr1","feature","gene",2425292,2434404,".","-",".","ID=Mp1g02190;MapolyID=Mapoly0029s0028;Name=Mp1g02190","Mp1g02190",0.0021239116,48
"chr1","feature","gene",2451663,2455323,".","+",".","ID=Mp1g02200;MapolyID=Mapoly0029s0027;Name=Mp1g02200","Mp1g02200",0.00138109,21
"chr1","feature","gene",2457925,2463306,".","-",".","ID=Mp1g02210;MapolyID=Mapoly0029s0026;Name=Mp1g02210","Mp1g02210",0.002056724,31
"chr1","feature","gene",2464263,2466636,".","-",".","ID=Mp1g02220;MapolyID=Mapoly0029s0025;Name=Mp1g02220","Mp1g02220",0.001793769,13
"chr1","feature","gene",2466738,2468133,".","-",".","ID=Mp1g02230;MapolyID=Mapoly0029s0024;Name=Mp1g02230","Mp1g02230",0.00257142833333333,20
"chr1","feature","gene",2472029,2479551,".","+",".","ID=Mp1g02240;MapolyID=Mapoly0029s0023;Name=Mp1g02240","Mp1g02240",0.001230338,21
"chr1","feature","gene",2491378,2496723,".","-",".","ID=Mp1g02250;MapolyID=Mapoly0029s0022;Name=Mp1g02250","Mp1g02250",0.00199249433333333,36
"chr1","feature","gene",2504689,2509940,".","-",".","ID=Mp1g02260;MapolyID=Mapoly0029s0021;Name=Mp1g02260","Mp1g02260",0.002690514,38
"chr1","feature","gene",2522357,2525891,".","+",".","ID=Mp1g02270;MapolyID=Mapoly0029s0020;Name=Mp1g02270","Mp1g02270",0.001666668,17
"chr1","feature","gene",2527113,2533039,".","+",".","ID=Mp1g02280;MapolyID=Mapoly0029s0019;Name=Mp1g02280","Mp1g02280",0.00291242142857143,50
"chr1","feature","gene",2535597,2538316,".","+",".","ID=Mp1g02290;MapolyID=Mapoly0029s0018;Name=Mp1g02290","Mp1g02290",0.003238095,31
"chr1","feature","gene",2546747,2547590,".","+",".","ID=Mp1g02300;MapolyID=Mapoly0029s0017;Name=Mp1g02300","Mp1g02300",0.00226217,11
"chr1","feature","gene",2548164,2549596,".","-",".","ID=Mp1g02310;MapolyID=Mapoly0029s0016;Name=Mp1g02310","Mp1g02310",0.002764245,15
"chr1","feature","gene",2549653,2554307,".","-",".","ID=Mp1g02320;MapolyID=Mapoly0029s0015;Name=Mp1g02320","Mp1g02320",0.00168335083333333,27
"chr1","feature","gene",2554216,2554707,".","-",".","ID=Mp1g02330;MapolyID=Mapoly0029s0014;Name=Mp1g02330","Mp1g02330",0.000666857,2
"chr1","feature","gene",2554735,2558683,".","-",".","ID=Mp1g02340;MapolyID=Mapoly0029s0013;Name=Mp1g02340","Mp1g02340",0.0008477416,12
"chr1","feature","gene",2579286,2585210,".","-",".","ID=Mp1g02350;MapolyID=Mapoly0029s0012;Name=Mp1g02350","Mp1g02350",0.00155104685714286,26
"chr1","feature","gene",2598632,2605405,".","-",".","ID=Mp1g02360;MapolyID=Mapoly0029s0011;Name=Mp1g02360","Mp1g02360",0.001827432625,36
"chr1","feature","gene",2606529,2612113,".","-",".","ID=Mp1g02370;MapolyID=Mapoly0029s0010;Name=Mp1g02370","Mp1g02370",0.00221110757142857,47
"chr1","feature","gene",2622267,2630059,".","-",".","ID=Mp1g02380;MapolyID=Mapoly0029s0009;Name=Mp1g02380","Mp1g02380",0.0006287632,9
"chr1","feature","gene",2637881,2641342,".","-",".","ID=Mp1g02390;MapolyID=Mapoly0029s0008;Name=Mp1g02390","Mp1g02390",0.0023812798,34
"chr1","feature","gene",2641753,2642480,".","+",".","ID=Mp1g02400;MapolyID=Mapoly0029s0007;Name=Mp1g02400","Mp1g02400",0.00176241,11
"chr1","feature","gene",2643725,2645251,".","-",".","ID=Mp1g02410;MapolyID=Mapoly0029s0006;Name=Mp1g02410","Mp1g02410",0.00225412333333333,16
"chr1","feature","gene",2646704,2648212,".","-",".","ID=Mp1g02420;MapolyID=Mapoly0029s0004;Name=Mp1g02420","Mp1g02420",0.00131857466666667,13
"chr1","feature","gene",2646826,2647443,".","-",".","ID=Mp1g02430;MapolyID=Mapoly0029s0005;Name=Mp1g02430","Mp1g02430",0.001477717,10
"chr1","feature","gene",2658368,2671275,".","-",".","ID=Mp1g02440;MapolyID=Mapoly0029s0003;Name=Mp1g02440","Mp1g02440",0.000585119857142857,13
"chr1","feature","gene",2680625,2686826,".","+",".","ID=Mp1g02450;MapolyID=Mapoly0029s0002;Name=Mp1g02450","Mp1g02450",0.000945685,20
"chr1","feature","gene",2719102,2720928,".","+",".","ID=Mp1g02470;MapolyID=Mapoly2873s0001;Name=Mp1g02470","Mp1g02470",0.000714287,5
"chr1","feature","gene",2746041,2747304,".","-",".","ID=Mp1g02480;MapolyID=Mapoly0945s0001;Name=Mp1g02480","Mp1g02480",0.00181401,13
"chr1","feature","gene",2753292,2754851,".","-",".","ID=Mp1g02490;MapolyID=Mapoly0575s0001;Name=Mp1g02490","Mp1g02490",0.00161905,7
"chr1","feature","gene",2758210,2758807,".","+",".","ID=Mp1g02500;MapolyID=Mapoly4246s0001;Name=Mp1g02500","Mp1g02500",NA,NA
"chr1","feature","gene",2761032,2762732,".","-",".","ID=Mp1g02510;Name=Mp1g02510","Mp1g02510",NA,NA
"chr1","feature","gene",2782934,2785035,".","-",".","ID=Mp1g02520;MapolyID=Mapoly1940s0001;Name=Mp1g02520","Mp1g02520",0.0008333845,5
"chr1","feature","gene",2786299,2786881,".","+",".","ID=Mp1g02530;MapolyID=Mapoly0113s0001;Name=Mp1g02530","Mp1g02530",0.00228691,6
"chr1","feature","gene",2816575,2818323,".","-",".","ID=Mp1g02540;MapolyID=Mapoly0113s0002;Name=Mp1g02540","Mp1g02540",0.00104820233333333,8
"chr1","feature","gene",2822197,2830526,".","-",".","ID=Mp1g02550;MapolyID=Mapoly0113s0003;Name=Mp1g02550","Mp1g02550",0.000476190285714286,9
"chr1","feature","gene",2834334,2840259,".","-",".","ID=Mp1g02560;MapolyID=Mapoly0113s0004;Name=Mp1g02560","Mp1g02560",0.00289133485714286,56
"chr1","feature","gene",2853644,2859743,".","+",".","ID=Mp1g02570;MapolyID=Mapoly0113s0005;Name=Mp1g02570","Mp1g02570",0.00307495285714286,57
"chr1","feature","gene",2865162,2869420,".","+",".","ID=Mp1g02580;MapolyID=Mapoly0113s0006;Name=Mp1g02580","Mp1g02580",0.0024105644,29
"chr1","feature","gene",2880607,2883241,".","+",".","ID=Mp1g02590;MapolyID=Mapoly0113s0007;Name=Mp1g02590","Mp1g02590",0.000571429,2
"chr1","feature","gene",2885612,2889985,".","-",".","ID=Mp1g02600;MapolyID=Mapoly0113s0008;Name=Mp1g02600","Mp1g02600",0.000285714,2
"chr1","feature","gene",2892746,2898399,".","-",".","ID=Mp1g02610;MapolyID=Mapoly0113s0009;Name=Mp1g02610","Mp1g02610",0.00201369771428571,35
"chr1","feature","gene",2905948,2908643,".","-",".","ID=Mp1g02620;MapolyID=Mapoly0113s0010;Name=Mp1g02620","Mp1g02620",0.0033690475,34
"chr1","feature","gene",2915189,2926930,".","-",".","ID=Mp1g02630;MapolyID=Mapoly0113s0011;Name=Mp1g02630","Mp1g02630",0.00176200275,47
"chr1","feature","gene",2927843,2928880,".","+",".","ID=Mp1g02640;MapolyID=Mapoly0113s0012;Name=Mp1g02640","Mp1g02640",0.0015238115,9
"chr1","feature","gene",2929922,2933186,".","+",".","ID=Mp1g02650;MapolyID=Mapoly0113s0013;Name=Mp1g02650","Mp1g02650",0.003219438,42
"chr1","feature","gene",2933460,2950839,".","-",".","ID=Mp1g02660;MapolyID=Mapoly0113s0014;Name=Mp1g02660","Mp1g02660",0.0014525254375,74
"chr1","feature","gene",2947862,2947964,".","-",".","ID=Mp1g02665;Name=Mp1g02665;locus_type=pre-miRNA","Mp1g02665",0.000857143,3
"chr1","feature","gene",2955300,2966824,".","+",".","ID=Mp1g02670;MapolyID=Mapoly0113s0015;Name=Mp1g02670","Mp1g02670",0.00337305916666667,94
"chr1","feature","gene",2967538,2969900,".","+",".","ID=Mp1g02680;MapolyID=Mapoly0113s0016;Name=Mp1g02680","Mp1g02680",0.00265298666666667,23
"chr1","feature","gene",2971149,2973753,".","-",".","ID=Mp1g02690;MapolyID=Mapoly0113s0017;Name=Mp1g02690","Mp1g02690",0.00357183333333333,25
"chr1","feature","gene",2978312,2997316,".","+",".","ID=Mp1g02700;MapolyID=Mapoly0113s0018;Name=Mp1g02700","Mp1g02700",0.00123104905,84
"chr1","feature","gene",2998818,3006501,".","-",".","ID=Mp1g02710;MapolyID=Mapoly0113s0019;Name=Mp1g02710","Mp1g02710",0.00191054766666667,54
"chr1","feature","gene",3008032,3015004,".","+",".","ID=Mp1g02720;MapolyID=Mapoly0113s0020;Name=Mp1g02720","Mp1g02720",0.000714326625,15
"chr1","feature","gene",3023292,3030505,".","-",".","ID=Mp1g02730;MapolyID=Mapoly0113s0021;Name=Mp1g02730","Mp1g02730",0.00111580914285714,19
"chr1","feature","gene",3034597,3038345,".","+",".","ID=Mp1g02740;MapolyID=Mapoly0113s0022;Name=Mp1g02740","Mp1g02740",0.001273896,11
"chr1","feature","gene",3046400,3049109,".","-",".","ID=Mp1g02750;MapolyID=Mapoly0113s0023;Name=Mp1g02750","Mp1g02750",0.00088108225,10
"chr1","feature","gene",3059075,3060511,".","+",".","ID=Mp1g02760;MapolyID=Mapoly0113s0024;Name=Mp1g02760","Mp1g02760",0.00747619,32
"chr1","feature","gene",3063796,3073860,".","+",".","ID=Mp1g02770;MapolyID=Mapoly0113s0025;Name=Mp1g02770","Mp1g02770",0.001706166,45
"chr1","feature","gene",3074089,3076488,".","-",".","ID=Mp1g02780;MapolyID=Mapoly0113s0026;Name=Mp1g02780","Mp1g02780",0.00238148666666667,16
"chr1","feature","gene",3076849,3083108,".","-",".","ID=Mp1g02790;MapolyID=Mapoly0113s0027;Name=Mp1g02790","Mp1g02790",0.001148951125,19
"chr1","feature","gene",3083151,3086895,".","+",".","ID=Mp1g02810;MapolyID=Mapoly0113s0029;Name=Mp1g02810","Mp1g02810",0.00126984,9
"chr1","feature","gene",3105007,3115010,".","-",".","ID=Mp1g02820;MapolyID=Mapoly0113s0030;Name=Mp1g02820","Mp1g02820",0.0008286443,18
"chr1","feature","gene",3118642,3125663,".","-",".","ID=Mp1g02830;MapolyID=Mapoly0113s0031;Name=Mp1g02830","Mp1g02830",0.00191673425,33
"chr1","feature","gene",3138614,3148472,".","+",".","ID=Mp1g02840;MapolyID=Mapoly0113s0032;Name=Mp1g02840","Mp1g02840",0.000797619625,15
"chr1","feature","gene",3150902,3151582,".","+",".","ID=Mp1g02850;MapolyID=Mapoly0113s0033;Name=Mp1g02850","Mp1g02850",0.000714422,4
"chr1","feature","gene",3152017,3161906,".","+",".","ID=Mp1g02860;MapolyID=Mapoly0113s0034;Name=Mp1g02860","Mp1g02860",0.000789115285714286,16
"chr1","feature","gene",3186000,3190615,".","+",".","ID=Mp1g02880;MapolyID=Mapoly0113s0036;Name=Mp1g02880","Mp1g02880",0.000611190666666667,11
"chr1","feature","gene",3189212,3192439,".","+",".","ID=Mp1g02885;Name=Mp1g02885","Mp1g02885",0.00066679575,9
"chr1","feature","gene",3192925,3200598,".","-",".","ID=Mp1g02890;MapolyID=Mapoly0113s0037;Name=Mp1g02890","Mp1g02890",0.000823173714285714,19
"chr1","feature","gene",3201828,3205299,".","+",".","ID=Mp1g02900;MapolyID=Mapoly0113s0039;Name=Mp1g02900","Mp1g02900",0.004392334,47
"chr1","feature","gene",3205598,3209457,".","-",".","ID=Mp1g02910;MapolyID=Mapoly0113s0040;Name=Mp1g02910","Mp1g02910",0.004745148,52
"chr1","feature","gene",3210719,3212209,".","+",".","ID=Mp1g02920;MapolyID=Mapoly0113s0041;Name=Mp1g02920","Mp1g02920",0.002000845,10
"chr1","feature","gene",3213358,3214273,".","+",".","ID=Mp1g02930;MapolyID=Mapoly0113s0042;Name=Mp1g02930","Mp1g02930",0.002167,11
"chr1","feature","gene",3216907,3219995,".","-",".","ID=Mp1g02940;MapolyID=Mapoly0113s0043;Name=Mp1g02940","Mp1g02940",0.0042027275,44
"chr1","feature","gene",3220673,3225631,".","-",".","ID=Mp1g02950;MapolyID=Mapoly0113s0044;Name=Mp1g02950","Mp1g02950",0.004001705,60
"chr1","feature","gene",3233472,3236899,".","+",".","ID=Mp1g02960;MapolyID=Mapoly0113s0045;Name=Mp1g02960","Mp1g02960",0.0056223425,58
"chr1","feature","gene",3244727,3247008,".","+",".","ID=Mp1g02970;MapolyID=Mapoly0113s0046;Name=Mp1g02970","Mp1g02970",0.00163135025,18
"chr1","feature","gene",3248623,3250875,".","+",".","ID=Mp1g02980;MapolyID=Mapoly0113s0047;Name=Mp1g02980","Mp1g02980",0.00111111,8
"chr1","feature","gene",3252653,3255130,".","-",".","ID=Mp1g02990;Name=Mp1g02990","Mp1g02990",0.00138095325,14
"chr1","feature","gene",3275464,3287355,".","-",".","ID=Mp1g03000;MapolyID=Mapoly0113s0048;Name=Mp1g03000","Mp1g03000",0.00285366125,87
"chr1","feature","gene",3306419,3313328,".","+",".","ID=Mp1g03010;MapolyID=Mapoly0113s0049;Name=Mp1g03010","Mp1g03010",0.001607431125,33
"chr1","feature","gene",3323423,3327345,".","+",".","ID=Mp1g03020;MapolyID=Mapoly0113s0050;Name=Mp1g03020","Mp1g03020",0.001724529,22
"chr1","feature","gene",3346476,3346823,".","+",".","ID=Mp1g03030;MapolyID=Mapoly0113s0051;Name=Mp1g03030","Mp1g03030",0.00171429,6
"chr1","feature","gene",3346712,3348499,".","+",".","ID=Mp1g03040;MapolyID=Mapoly0113s0052;Name=Mp1g03040","Mp1g03040",0.00187301666666667,13
"chr1","feature","gene",3350303,3354144,".","-",".","ID=Mp1g03060;MapolyID=Mapoly0113s0054;Name=Mp1g03060","Mp1g03060",0.003973162,47
"chr1","feature","gene",3353023,3361778,".","+",".","ID=Mp1g03070;MapolyID=Mapoly0113s0055;Name=Mp1g03070","Mp1g03070",0.00287862666666667,50
"chr1","feature","gene",3368783,3374137,".","+",".","ID=Mp1g03080;MapolyID=Mapoly0113s0056;Name=Mp1g03080","Mp1g03080",0.002420787,34
